genes	logFC	logCPM	PValue	FDR	symbol	entrez
ENSG00000100296.14	ENSG00000100296.14	-0.00650274747276825	4.92874020872143	0.9157736528364	0.92739124688056	THOC5	8563
ENSG00000127507.18	ENSG00000127507.18	0.0175757778306945	2.59324669423694	0.91633804567338	0.92786551872934	ADGRE2	30817
ENSG00000198042.11	ENSG00000198042.11	0.00978899280119033	4.16321261126198	0.916324244228655	0.92786551872934	MAK16	84549
ENSG00000164300.17	ENSG00000164300.17	0.011258813593436	6.0819474175726	0.916987417986321	0.928474392822462	SERINC5	256987
ENSG00000189343.7	ENSG00000189343.7	0.0136440425871131	2.81906166265187	0.917056174943867	0.928495345260252	RPS2P46	125208
ENSG00000160746.13	ENSG00000160746.13	-0.00542811029137566	5.66115494877067	0.917786978422105	0.929186565125424	ANO10	55129
ENSG00000272693.4	ENSG00000272693.4	0.0166458527894206	-0.18593693005621	0.91784878666421	0.929200443390588	LINC03006	441242
ENSG00000225093.1	ENSG00000225093.1	-0.0100846327530754	-0.745295126533785	0.917964613757391	0.929269004274238	RPL3P7	642741
ENSG00000169989.3	ENSG00000169989.3	-0.00863117358557578	-0.242189726899385	0.918364015990324	0.92962461019184	TIGD4	201798
ENSG00000115221.12	ENSG00000115221.12	0.02808665422	6.23666381057838	0.918714554259367	0.929930718322371	ITGB6	3694
ENSG00000283486.2	ENSG00000283486.2	-0.0127129385834294	-0.704472730667264	0.918925206027041	0.930095207483516	FAM95C	100289137
ENSG00000177839.7	ENSG00000177839.7	0.0210175255209924	1.67042369042176	0.9190450210486	0.930167743313085	PCDHB9	56127
ENSG00000104419.17	ENSG00000104419.17	-0.0109854709609028	8.20992060156167	0.919625106132115	0.93068738193811	NDRG1	10397
ENSG00000196705.8	ENSG00000196705.8	-0.00669171821450817	4.51889823847594	0.91965480038392	0.93068738193811	ZNF431	170959
ENSG00000120699.13	ENSG00000120699.13	-0.00627385667119748	4.28484768405878	0.919807599076162	0.930744497352329	EXOSC8	11340
ENSG00000172216.6	ENSG00000172216.6	0.0141455870699968	5.95350097087745	0.919772652248746	0.930744497352329	CEBPB	1051
ENSG00000030066.13	ENSG00000030066.13	0.00907281098807539	6.07960192605748	0.920808615203478	0.931708612429331	NUP160	23279
ENSG00000197226.13	ENSG00000197226.13	0.00662297808832323	7.59681152422761	0.921072263714918	0.931926569446645	TBC1D9B	23061
ENSG00000151461.20	ENSG00000151461.20	-0.00598709254753532	5.9122487992716	0.921387288562421	0.932147663809837	UPF2	26019
ENSG00000170264.13	ENSG00000170264.13	-0.00819283466698683	2.34525180886808	0.921351617835759	0.932147663809837	FAM161A	84140
ENSG00000092295.12	ENSG00000092295.12	-0.0113849238506601	1.06985624512199	0.921468314462833	0.932180817909144	TGM1	7051
ENSG00000266074.10	ENSG00000266074.10	0.015561997680389	4.63803928333432	0.921702932348927	0.932369337964945	BAHCC1	57597
ENSG00000154548.9	ENSG00000154548.9	0.0298250939250975	0.725518967921589	0.922467167303473	0.933093556286967	SRSF12	135295
ENSG00000237989.1	ENSG00000237989.1	-0.0102360169201841	0.304200165904047	0.923829789605074	0.934422947567455	LINC01679	101928399
ENSG00000081803.16	ENSG00000081803.16	-0.00877552290630061	5.86742281557121	0.924243920138568	0.934646079109923	CADPS2	93664
ENSG00000149534.9	ENSG00000149534.9	0.027479831371944	2.06161409226593	0.924145526322481	0.934646079109923	MS4A2	2206
ENSG00000260423.2	ENSG00000260423.2	0.0241336882437719	-0.627629635041262	0.924225146269738	0.934646079109923	LINC02367	101930452
ENSG00000163485.17	ENSG00000163485.17	0.0242340624724947	4.43103962588217	0.924792201950381	0.935151578584457	ADORA1	134
ENSG00000167840.13	ENSG00000167840.13	0.00940955779890226	3.33799815017618	0.925083694059992	0.93539737251248	ZNF232	7775
ENSG00000246731.3	ENSG00000246731.3	0.0221025095850444	-0.9630161480955	0.925728106006575	0.935999976543233	MGC16275	85001
ENSG00000249476.2	ENSG00000249476.2	-0.0107832396740604	-0.98679341828775	0.925875516197912	0.936100027315186	LOC285638	285638
ENSG00000102882.12	ENSG00000102882.12	0.00790078746657316	6.56868359774662	0.9262229116052	0.936319593085097	MAPK3	5595
ENSG00000224397.7	ENSG00000224397.7	0.0232730252023749	1.91296009598597	0.926238090063992	0.936319593085097	PELATON	100506115
ENSG00000254093.9	ENSG00000254093.9	-0.00691143355527083	2.23451633965544	0.926222402817904	0.936319593085097	PINX1	54984
ENSG00000159885.14	ENSG00000159885.14	-0.00663329547080736	1.65272687933032	0.92653023600003	0.93651690555926	ZNF222	7673
ENSG00000161905.13	ENSG00000161905.13	-0.011124378999809	1.75998817911787	0.926510126143805	0.93651690555926	ALOX15	246
ENSG00000178982.10	ENSG00000178982.10	-0.00597121221912107	7.32627074917557	0.927301058400803	0.937246996608942	EIF3K	27335
ENSG00000111052.7	ENSG00000111052.7	-0.010849835065392	4.29965540913581	0.927358838543433	0.937256358845979	LIN7A	8825
ENSG00000075292.19	ENSG00000075292.19	-0.00428197681814974	7.19722454659617	0.92758892292593	0.937417909769441	ZNF638	27332
ENSG00000131143.10	ENSG00000131143.10	0.00932685667541946	7.8041215238738	0.927615734711287	0.937417909769441	COX4I1	1327
ENSG00000131368.8	ENSG00000131368.8	0.00782909264115472	4.70516081581674	0.927778534842693	0.937533385787056	MRPS25	64432
ENSG00000100241.21	ENSG00000100241.21	0.00889151863146582	6.10960537488291	0.92872920465625	0.938422481841405	SBF1	6305
ENSG00000165966.16	ENSG00000165966.16	0.0372472172470778	1.66482740059545	0.928755535268962	0.938422481841405	PDZRN4	29951
ENSG00000052723.12	ENSG00000052723.12	0.00674216583080937	5.3904698034794	0.928937381578543	0.938557130613718	SIKE1	80143
ENSG00000275052.5	ENSG00000275052.5	0.0057961303701844	7.07469120667038	0.92979988881657	0.939379438949767	PPP4R3B	57223
ENSG00000277399.5	ENSG00000277399.5	0.0252573628894566	-0.859120844063661	0.930288734795147	0.939808025477428	GPR179	440435
ENSG00000170348.9	ENSG00000170348.9	0.00583666838136309	8.63640980051617	0.930382579144079	0.93982067893251	TMED10	10972
ENSG00000025800.14	ENSG00000025800.14	-0.00479004136939711	6.54719299689823	0.930642606781473	0.940034189689124	KPNA6	23633
ENSG00000171291.8	ENSG00000171291.8	-0.00754836870291718	3.22136607324232	0.930945061974883	0.940290531592115	ZNF439	90594
ENSG00000135916.16	ENSG00000135916.16	-0.00821094835719265	6.06906220288943	0.931123346274141	0.940421435840637	ITM2C	81618
ENSG00000188015.10	ENSG00000188015.10	-0.00868311448863925	0.0965016007902645	0.931296334755392	0.940546977980169	S100A3	6274
ENSG00000274070.2	ENSG00000274070.2	0.00932679563048065	3.8689526782038	0.93169653212769	0.940901960773836	CASTOR2	729438
ENSG00000211652.2	ENSG00000211652.2	-0.00847986766018615	2.67561840358585	0.93277047683095	0.941937275035039	IGLV7-43	28776
ENSG00000148948.8	ENSG00000148948.8	-0.00902716022099805	2.75766036822931	0.93333995831152	0.942463086857035	LRRC4C	57689
ENSG00000162971.11	ENSG00000162971.11	0.00569887803931555	3.54258363625924	0.933415540849419	0.942490143117765	TYW5	129450
ENSG00000114739.14	ENSG00000114739.14	-0.00584624922152976	4.34236307574192	0.934416884112015	0.943451908601678	ACVR2B	93
ENSG00000134258.17	ENSG00000134258.17	-0.00863352209868211	7.49531438740876	0.935079996539729	0.944072090161727	VTCN1	79679
ENSG00000164494.12	ENSG00000164494.12	0.00748176072679391	4.47941334413861	0.935177432504036	0.944121120518054	PDSS2	57107
ENSG00000134444.15	ENSG00000134444.15	0.00680943051170314	5.42596467263032	0.935460200493355	0.944357240443699	RELCH	57614
ENSG00000055147.19	ENSG00000055147.19	0.00636400030561004	4.83804186115248	0.936181465514137	0.945035980080582	FAM114A2	10827
ENSG00000169062.15	ENSG00000169062.15	0.00623427055266759	5.08442403785052	0.936243744215193	0.945049464455487	UPF3A	65110
ENSG00000137338.5	ENSG00000137338.5	0.00932822644535187	3.01358730597943	0.937986246491012	0.946709420570187	PGBD1	84547
ENSG00000183604.14	ENSG00000183604.14	0.0138307262666365	0.150183765524392	0.938163671100908	0.946839026086795	SMG1P5	595101
ENSG00000235109.7	ENSG00000235109.7	0.0102025690539153	3.73719821453909	0.938292344386381	0.946919418496297	ZSCAN31	64288
ENSG00000260339.1	ENSG00000260339.1	-0.00610406770519545	-0.250665472366523	0.938995742300622	0.947579781108677	HEXA-AS1	80072
ENSG00000165195.16	ENSG00000165195.16	-0.00465579916551376	3.7202419540758	0.939104426011657	0.947639955165754	PIGA	5277
ENSG00000156162.16	ENSG00000156162.16	0.00828324919924625	5.36273091418043	0.939660824587863	0.948151883488552	DPY19L4	286148
ENSG00000180644.8	ENSG00000180644.8	0.0191601358063656	2.84968937549129	0.939864456708069	0.948307822766451	PRF1	5551
ENSG00000135108.15	ENSG00000135108.15	0.00575145949538083	6.07669487122481	0.940824348907826	0.949177186766314	FBXO21	23014
ENSG00000074964.17	ENSG00000074964.17	-0.00484747181788199	5.70424715420478	0.941339771382298	0.949565351173315	ARHGEF10L	55160
ENSG00000112186.12	ENSG00000112186.12	0.0124723667145839	5.18795079839939	0.941356560737145	0.949565351173315	CAP2	10486
ENSG00000133433.11	ENSG00000133433.11	0.0227179154462422	1.07121416106635	0.941344804649203	0.949565351173315	GSTT2B	653689
ENSG00000142046.15	ENSG00000142046.15	0.0123396925838789	1.74298330566228	0.941670591624545	0.949832523444182	TMEM91	641649
ENSG00000266173.7	ENSG00000266173.7	-0.00588537561492283	2.06923489798162	0.94237982548971	0.950498275403865	STRADA	92335
ENSG00000013374.16	ENSG00000013374.16	0.00431517033690563	6.36021685928872	0.942445477829882	0.950514865861839	NUB1	51667
ENSG00000273559.5	ENSG00000273559.5	-0.00494864420800603	4.83759097020793	0.942712102526421	0.950734137123748	CWC25	54883
ENSG00000268521.1	ENSG00000268521.1	-0.00548782885858504	-0.709818143148712	0.942797119109186	0.950770241540575	VN1R83P	100312828
ENSG00000214174.8	ENSG00000214174.8	0.00745860344938333	3.71206304188015	0.943161590485275	0.951088145586184	AMZ2P1	201283
ENSG00000204175.5	ENSG00000204175.5	-0.00578908108207732	1.66650259417796	0.944111132078231	0.951995972934923	GPRIN2	9721
ENSG00000157106.17	ENSG00000157106.17	-0.00443356153602071	7.33850447986686	0.944419128358168	0.952256836036489	SMG1	23049
ENSG00000183137.15	ENSG00000183137.15	-0.00432006764112804	3.86798231273547	0.944666144483835	0.95245618889033	CEP57L1	285753
ENSG00000278196.3	ENSG00000278196.3	-0.00464661482470743	3.8952646590408	0.946342405128163	0.954096476293818	IGLV2-8	28817
ENSG00000164663.14	ENSG00000164663.14	0.00936061107616353	3.37380828594699	0.946680817481671	0.954387852630775	USP49	25862
ENSG00000116209.12	ENSG00000116209.12	-0.00355657601429778	8.41572235390404	0.947331891798785	0.954994389488542	TMEM59	9528
ENSG00000154122.14	ENSG00000154122.14	-0.00486410854199682	6.62402692693788	0.947444834416094	0.955008573506397	ANKH	56172
ENSG00000158258.16	ENSG00000158258.16	0.0247644556779536	7.74988262643542	0.947443180499952	0.955008573506397	CLSTN2	64084
ENSG00000012660.14	ENSG00000012660.14	0.0116967762976582	8.6033192163976	0.947735512119546	0.955251728223176	ELOVL5	60481
ENSG00000163521.16	ENSG00000163521.16	0.00690194506061955	4.07963654976976	0.948774423938522	0.956248986364291	GLB1L	79411
ENSG00000197050.11	ENSG00000197050.11	-0.0035685893661881	3.58123606981883	0.949229464879958	0.956657700466978	ZNF420	147923
ENSG00000163319.11	ENSG00000163319.11	-0.00282087738377082	2.26819323850717	0.949285451102684	0.95666421536865	MRPS18C	51023
ENSG00000198369.10	ENSG00000198369.10	-0.00415628163791865	6.16966328529732	0.949372036997446	0.95670156550426	SPRED2	200734
ENSG00000100027.17	ENSG00000100027.17	-0.00441296741771939	2.20768394994232	0.949760433165304	0.957043036246797	YPEL1	29799
ENSG00000138617.16	ENSG00000138617.16	-0.00273713621364852	4.14221549044374	0.950498031263072	0.957736332565201	PARP16	54956
ENSG00000165655.17	ENSG00000165655.17	-0.005030090290065	3.81781135268579	0.950891440900443	0.958082765102736	ZNF503	84858
ENSG00000091009.8	ENSG00000091009.8	-0.00279023563188102	4.79885118769562	0.951784559608337	0.958882613951179	RBM27	54439
ENSG00000133640.20	ENSG00000133640.20	-0.0039900204593542	0.97655028246792	0.951766572339239	0.958882613951179	LRRIQ1	84125
ENSG00000181830.9	ENSG00000181830.9	-0.00378558531797383	5.09731648631416	0.951880938400203	0.958929702128448	SLC35C1	55343
ENSG00000111540.16	ENSG00000111540.16	-0.00260501794513418	7.89068648644218	0.952007860958548	0.958991937022634	RAB5B	5869
ENSG00000213939.4	ENSG00000213939.4	0.0167922798968702	-0.882493324678123	0.952228569483877	0.959129855846996	RPS12P29	728244
ENSG00000129518.9	ENSG00000129518.9	0.00451130995559473	5.57595295471041	0.952603084062557	0.959457058285739	EAPP	55837
ENSG00000186174.12	ENSG00000186174.12	-0.00393174060583547	5.98979330602314	0.952771024185281	0.959526151872134	BCL9L	283149
ENSG00000287382.1	ENSG00000287382.1	0.0104864069766873	-0.243400723056087	0.953062071189666	0.959769227505706	LOC105377663	105377663
ENSG00000124380.11	ENSG00000124380.11	-0.00230677951240573	4.34026198758861	0.953229339884566	0.959887634898355	SNRNP27	11017
ENSG00000060749.16	ENSG00000060749.16	0.00689536335628494	6.09151111505586	0.953635058192211	0.960246132611787	QSER1	79832
ENSG00000049860.14	ENSG00000049860.14	0.00414462935181401	6.94082375926984	0.954007591810245	0.960571179953629	HEXB	3074
ENSG00000125863.20	ENSG00000125863.20	-0.00262698210583343	4.73480112924768	0.954335267664249	0.960750883357026	MKKS	8195
ENSG00000197948.11	ENSG00000197948.11	-0.00394148305847075	3.73100684366074	0.954326101368606	0.960750883357026	FCHSD1	89848
ENSG00000088808.18	ENSG00000088808.18	0.00482400307763472	5.36044568974202	0.954645222883019	0.96101284083659	PPP1R13B	23368
ENSG00000152256.14	ENSG00000152256.14	0.00824251926749643	4.56512692569171	0.955332514579389	0.961654604587808	PDK1	5163
ENSG00000151150.22	ENSG00000151150.22	0.0094854151418943	5.69894427312275	0.955527874329615	0.961801139865543	ANK3	288
ENSG00000243238.1	ENSG00000243238.1	0.0287018058062258	3.11130683513963	0.956238036544168	0.962465815138865	IGKV2-30	28919
ENSG00000122477.13	ENSG00000122477.13	-0.00325860234174455	-0.264017931885264	0.956410499807517	0.962589248477733	LRRC39	127495
ENSG00000185905.4	ENSG00000185905.4	-0.00377513897363948	2.26288051829328	0.956886246770015	0.963017896072057	C16orf54	283897
ENSG00000103168.17	ENSG00000103168.17	-0.00315411117703724	4.87899140477374	0.957627331661437	0.963713523287958	TAF1C	9013
ENSG00000004399.13	ENSG00000004399.13	-0.00315037313302911	7.49830733290112	0.957877226120088	0.963914791591804	PLXND1	23129
ENSG00000148702.15	ENSG00000148702.15	0.0348662210695385	0.0839703266948252	0.958917024376675	0.964810368588989	HABP2	3026
ENSG00000152556.17	ENSG00000152556.17	-0.00306734443645222	5.58461778923432	0.958998296606301	0.96484188812252	PFKM	5213
ENSG00000152558.15	ENSG00000152558.15	0.00734526820351169	8.26177471022417	0.959799152948011	0.965547051848652	TMEM123	114908
ENSG00000114554.11	ENSG00000114554.11	0.00543522533655943	6.31735521872642	0.959929767303044	0.965628163130608	PLXNA1	5361
ENSG00000153029.14	ENSG00000153029.14	-0.00284277540359982	5.5753324078679	0.960609698313108	0.966211504322223	MR1	3140
ENSG00000167555.14	ENSG00000167555.14	-0.00317559759361518	4.42437128219101	0.960570304477548	0.966211504322223	ZNF528	84436
ENSG00000257315.3	ENSG00000257315.3	-0.000765979651419897	-0.91087385790609	0.961046267965797	0.966549969000586	ZBED6	100381270
ENSG00000106799.13	ENSG00000106799.13	-0.00298391840766638	6.46446624200049	0.961317997707755	0.966722596549631	TGFBR1	7046
ENSG00000186352.9	ENSG00000186352.9	-0.00272285809427409	1.65818946102451	0.962195962670476	0.967555130231027	ANKRD37	353322
ENSG00000211970.3	ENSG00000211970.3	0.0303068417799044	1.44486364293603	0.962424495944892	0.967734562391392	IGHV4-61	28391
ENSG00000142657.21	ENSG00000142657.21	-0.00245367821363869	7.24111679025448	0.9625325199327	0.967792807997705	PGD	5226
ENSG00000233723.9	ENSG00000233723.9	-0.00131648362815051	-0.687247700706715	0.962599767681743	0.967810050592064	LINC01122	400955
ENSG00000162231.14	ENSG00000162231.14	-0.00197533842692734	6.48325448949141	0.962839973884873	0.968001176971532	NXF1	10482
ENSG00000071994.11	ENSG00000071994.11	0.00321934585595311	5.71111328656428	0.963315101686017	0.968378057676561	PDCD2	5134
ENSG00000268460.2	ENSG00000268460.2	0.00170042028696235	0.0263334275405718	0.963286543871346	0.968378057676561	LOC93429	93429
ENSG00000061455.11	ENSG00000061455.11	-0.00264319215955746	2.23817828444062	0.963566958453657	0.968580835852209	PRDM6	93166
ENSG00000168778.12	ENSG00000168778.12	-0.00236218504106429	4.39014723936042	0.96483255889116	0.96980255854412	TCTN2	79867
ENSG00000167914.12	ENSG00000167914.12	0.0165195167960207	0.211274453921342	0.964896209030532	0.969816075236827	GSDMA	284110
ENSG00000230979.3	ENSG00000230979.3	0.012149472268157	-0.412687074241513	0.964993568094158	0.96986346956157	RPL18AP6	285053
ENSG00000004975.12	ENSG00000004975.12	-0.002035907233717	5.04854583193074	0.965156312701245	0.969875657967263	DVL2	1856
ENSG00000104679.12	ENSG00000104679.12	0.00476461886332304	4.91252604372141	0.96514469042228	0.969875657967263	R3HCC1	203069
ENSG00000182890.5	ENSG00000182890.5	-0.00219362027274247	1.60152570730627	0.965113124223834	0.969875657967263	GLUD2	2747
ENSG00000089250.19	ENSG00000089250.19	0.0333396951233529	-0.385774899627686	0.96552078943171	0.970140986697274	NOS1	4842
ENSG00000140807.7	ENSG00000140807.7	0.00957376503216166	2.6776838365671	0.965512648870326	0.970140986697274	NKD1	85407
ENSG00000116922.14	ENSG00000116922.14	-0.00187067080626595	4.3481337435487	0.966377949171534	0.97095174609121	C1orf109	54955
ENSG00000006744.19	ENSG00000006744.19	0.00287677984398628	6.1545762642683	0.966593702988433	0.971118013019063	ELAC2	60528
ENSG00000181222.19	ENSG00000181222.19	-0.0019801761474706	8.11629205728033	0.966795889101027	0.971270632152147	POLR2A	5430
ENSG00000145794.17	ENSG00000145794.17	3.80920476098124e-05	2.8121166754571	0.967143297673912	0.971569122437058	MEGF10	84466
ENSG00000225470.8	ENSG00000225470.8	0.00918915571651993	1.2874317799554	0.96812809648336	0.972507855434743	JPX	554203
ENSG00000166347.19	ENSG00000166347.19	-0.00196949108862652	7.00382184986932	0.968769147314206	0.973101205689259	CYB5A	1528
ENSG00000181322.15	ENSG00000181322.15	-0.00111460226360954	-0.963217774982399	0.968957535230201	0.973239830789633	NME9	347736
ENSG00000147394.18	ENSG00000147394.18	-0.00187102655797838	5.65155304933652	0.969018475514867	0.973250437246345	ZNF185	7739
ENSG00000168765.17	ENSG00000168765.17	-0.00191929267216767	4.72233416246121	0.969532171360206	0.973715751824094	GSTM4	2948
ENSG00000236756.4	ENSG00000236756.4	3.65933984755883e-05	-0.809622362113647	0.969613413707096	0.973746721043547	DNAJC9-AS1	414245
ENSG00000258057.6	ENSG00000258057.6	0.00814943586119002	-0.0873687137466103	0.969747899701416	0.973831154880281	BCDIN3D-AS1	100286844
ENSG00000189403.15	ENSG00000189403.15	0.0029874434128076	7.95334974450932	0.970647842630981	0.974684219978443	HMGB1	3146
