"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"RP11-483F11.7","Unmatched","","","",""
"RP11-108L7.14","Unmatched","","","",""
"RP11-57H14.5","Unmatched","","","",""
"ZNRD1-AS1_2","Unmatched","","","",""
"RP11-162A23.5","Unmatched","","","",""
"RP11-671J11.7","Unmatched","","","",""
"RP11-218E20.2","Unmatched","","","",""
"RP11-973N13.3","Unmatched","","","",""
"RP11-840I19.3","Unmatched","","","",""
"RP11-109N23.6","Unmatched","","","",""
"AC005480.1","Unmatched","","","",""
"RP11-300J18.1","Unmatched","","","",""
"RP1-59M18.2","Unmatched","","","",""
"AP000580.1","Unmatched","","","",""
"RP11-718B12.5","Unmatched","","","",""
"RP11-677I18.3","Unmatched","","","",""
"RP11-357G3.2","Unmatched","","","",""
"RP11-45L9.1","Unmatched","","","",""
"RP11-461L13.5","Unmatched","","","",""
"RP11-597D13.8","Unmatched","","","",""
"RP11-327O17.2","Unmatched","","","",""
"RP11-349F21.2","Unmatched","","","",""
"U5","Unmatched","","","",""
"RP11-26J3.3","Unmatched","","","",""
"CTD-2006H14.2","Unmatched","","","",""
"RP11-10N23.2","Unmatched","","","",""
"KB-173C10.1","Unmatched","","","",""
"CTD-2342N23.1","Unmatched","","","",""
"AC083843.4","Unmatched","","","",""
"RP11-172F4.2","Unmatched","","","",""
"RP11-244N9.4","Unmatched","","","",""
"RP11-355O1.7","Unmatched","","","",""
"RP11-65N13.6","Unmatched","","","",""
"RP11-540O11.7","Unmatched","","","",""
"CTD-2515H24.3","Unmatched","","","",""
"RP11-81A1.4","Unmatched","","","",""
"RP11-81A1.3","Unmatched","","","",""
"RP11-753A21.1","Unmatched","","","",""
"AC144835.1","Unmatched","","","",""
"AC007161.5","Unmatched","","","",""
"AC007327.6","Unmatched","","","",""
"AC007327.5","Unmatched","","","",""
"RP11-746P2.3","Unmatched","","","",""
"AC002064.4","Unmatched","","","",""
"ST7-OT4_3","Unmatched","","","",""
"ST7-OT4_4","Unmatched","","","",""
"AC005534.8","Unmatched","","","",""
"AC026185.1","Unmatched","","","",""
"MRP63P3","Previous symbol","MRPL57P3","mitochondrial ribosomal protein L57 pseudogene 3","HGNC:29688","3p21.31"
"RP11-359I18.1","Unmatched","","","",""
"RP11-234A1.1","Unmatched","","","",""
"AC023593.1","Unmatched","","","",""
"RP11-144C9.1","Unmatched","","","",""
"AC127904.2","Unmatched","","","",""
"AC010150.1","Unmatched","","","",""
"AC018693.5","Unmatched","","","",""
"AC019129.2","Unmatched","","","",""
"AC019129.1","Unmatched","","","",""
"RP11-479F13.1","Unmatched","","","",""
"AC012370.3","Unmatched","","","",""
"AC016910.1","Unmatched","","","",""
"AC008277.1","Unmatched","","","",""
"AC067940.1","Unmatched","","","",""
"AC064871.3","Unmatched","","","",""
"AC007279.2","Unmatched","","","",""
"RP11-436I9.6","Unmatched","","","",""
"RP11-253I19.3","Unmatched","","","",""
"RP11-820K3.3","Unmatched","","","",""
"RP11-820K3.2","Unmatched","","","",""
"RP11-428G5.7","Unmatched","","","",""
"RP11-415I12.3","Unmatched","","","",""
"RP11-81H14.1","Unmatched","","","",""
"RP11-243M5.4","Unmatched","","","",""
"RP11-661O13.1","Unmatched","","","",""
"RP11-61L19.1","Unmatched","","","",""
"RP11-756J15.2","Unmatched","","","",""
"RP11-13N13.5","Unmatched","","","",""
"RP11-13N13.6","Unmatched","","","",""
"RP11-53I6.4","Unmatched","","","",""
"C6orf229","Previous symbol","ARMH2","armadillo like helical domain containing 2","HGNC:49394","6p22.3"
"RP5-874C20.6","Unmatched","","","",""
"XXbac-BPG299F13.16","Unmatched","","","",""
"RP11-474L11.3","Unmatched","","","",""
"RP1-232L24.3","Unmatched","","","",""
"RP11-787I22.3","Unmatched","","","",""
"RP5-1112D6.4","Unmatched","","","",""
"RP3-425C14.6","Unmatched","","","",""
"RP1-177A13.1","Unmatched","","","",""
"RP3-406A7.3","Unmatched","","","",""
"RP1-67K17.4","Unmatched","","","",""
"yR211F11.2","Unmatched","","","",""
"RP1-182D15.2","Unmatched","","","",""
"RP11-445O16.2","Unmatched","","","",""
"RP11-267J23.1","Unmatched","","","",""
"RP11-111K18.2","Unmatched","","","",""
"RP11-550A5.2","Unmatched","","","",""
"RP11-562A8.1","Unmatched","","","",""
"RP11-399N22.3","Unmatched","","","",""
"RP11-53B2.3","Unmatched","","","",""
"AF127577.13","Unmatched","","","",""
"RP4-765C7.2","Unmatched","","","",""
"RP11-489G11.3","Unmatched","","","",""
"RP11-764K9.1","Unmatched","","","",""
"RP11-379P1.4","Unmatched","","","",""
"RP11-20D14.3","Unmatched","","","",""
"RP11-338K17.6","Unmatched","","","",""
"RP11-464D20.6","Unmatched","","","",""
"RP11-855A2.1","Unmatched","","","",""
"RP11-325E5.4","Unmatched","","","",""
"CTD-2323K18.3","Unmatched","","","",""
"RP11-150O12.4","Unmatched","","","",""
"AC018442.1","Unmatched","","","",""
"RP11-159H22.1","Unmatched","","","",""
"RP11-646J21.3","Unmatched","","","",""
"CTD-2547H18.1","Unmatched","","","",""
"RP11-295P9.12","Unmatched","","","",""
"RP11-321E2.3","Unmatched","","","",""
"RP11-47F1.1","Unmatched","","","",""
"CTC-345K18.2","Unmatched","","","",""
"RP11-166B2.5","Unmatched","","","",""
"AC092620.2","Unmatched","","","",""
"AC013264.2","Unmatched","","","",""
"RP11-309M7.1","Unmatched","","","",""
"SCAND3P1","Approved symbol","SCAND3P1","SCAND3 pseudogene 1","HGNC:42037","13q13.3"
"SCAND3P1","Previous symbol","SCAND3P1","SCAND3 pseudogene 1","HGNC:42037","13q13.3"
"RP11-220I1.4","Unmatched","","","",""
"RP5-1112D6.8","Unmatched","","","",""
"RP11-278C7.2","Unmatched","","","",""
"RP11-301N24.3","Unmatched","","","",""
"AC015987.1","Unmatched","","","",""
"LUZP6","Approved symbol","LUZP6","leucine zipper protein 6","HGNC:33955","7q33"
"RP11-95J11.1","Unmatched","","","",""
"RP11-544A12.4","Unmatched","","","",""
"RP11-28B23.1","Unmatched","","","",""
"RP11-219E7.1","Alias symbol","LINC03058","long intergenic non-protein coding RNA 3058","HGNC:56363","14q11.2"
"RP11-693M3.1","Unmatched","","","",""
"RP11-49K24.8","Unmatched","","","",""
"RP11-150O12.2","Unmatched","","","",""
"RP11-626A5.2","Unmatched","","","",""
"RP11-48B3.3","Unmatched","","","",""
"RP13-923O23.6","Unmatched","","","",""
"KB-1205A7.1","Unmatched","","","",""
"RP11-946L20.4","Unmatched","","","",""
"RP11-375O18.2","Unmatched","","","",""
"RP11-29B11.5","Unmatched","","","",""
"RP11-12A16.3","Unmatched","","","",""
"RP11-857B24.5","Unmatched","","","",""
"RP11-841O20.2","Unmatched","","","",""
"CTD-2566J3.2","Unmatched","","","",""
"RP11-463C8.5","Unmatched","","","",""
"CTD-2017C7.1","Unmatched","","","",""
"RP11-241I20.1","Unmatched","","","",""
"RP11-95I16.4","Unmatched","","","",""
"RP11-597K23.2","Unmatched","","","",""
"RP11-382A20.4","Unmatched","","","",""
"RP11-493E3.2","Unmatched","","","",""
"RP11-386M24.6","Unmatched","","","",""
"RP11-386M24.3","Unmatched","","","",""
"RP11-386M24.9","Unmatched","","","",""
"CTD-2313J17.3","Unmatched","","","",""
"AC019118.4","Unmatched","","","",""
"AC018693.6","Unmatched","","","",""
"AC007881.4","Unmatched","","","",""
"AC008268.1","Unmatched","","","",""
"AC092570.3","Unmatched","","","",""
"AC105402.4","Unmatched","","","",""
"AC104777.3","Unmatched","","","",""
"RP11-647K16.1","Unmatched","","","",""
"AC134873.1","Unmatched","","","",""
"RP11-849F2.4","Unmatched","","","",""
"RP1-60N8.1","Unmatched","","","",""
"RP11-282K24.3","Unmatched","","","",""
"RP11-8P13.5","Unmatched","","","",""
"RP11-328C8.2","Unmatched","","","",""
"RP11-135F9.4","Unmatched","","","",""
"RP11-338K17.5","Unmatched","","","",""
"RP11-97C16.1","Unmatched","","","",""
"RP11-767L7.2","Unmatched","","","",""
"RP11-225N10.3","Unmatched","","","",""
"CTA-298G8.2","Unmatched","","","",""
"RP11-797H7.5","Unmatched","","","",""
"AC009518.8","Unmatched","","","",""
"AC007016.3","Unmatched","","","",""
"CTD-2201E9.1","Unmatched","","","",""
"AC008937.2","Unmatched","","","",""
"CTD-2060C23.1","Unmatched","","","",""
"RP11-532F6.2","Unmatched","","","",""
"RP1-232P20.1","Unmatched","","","",""
"RP1-13D10.2","Unmatched","","","",""
"RP1-121G13.3","Unmatched","","","",""
"RP3-509I19.1","Unmatched","","","",""
"RP11-302L19.3","Unmatched","","","",""
"RP11-727A23.4","Unmatched","","","",""
"RP11-700F16.2","Unmatched","","","",""
"RP11-44F14.5","Unmatched","","","",""
"RP11-640B6.1","Unmatched","","","",""
"RP11-626E13.1","Unmatched","","","",""
"RP11-111N20.4","Unmatched","","","",""
"RP11-166B2.3","Unmatched","","","",""
"RP11-80F22.15","Unmatched","","","",""
"RP11-80F22.2","Unmatched","","","",""
"RP11-298D21.1","Unmatched","","","",""
"AC006116.14","Unmatched","","","",""
"AC006116.13","Unmatched","","","",""
"RP11-59H7.1","Unmatched","","","",""
"RP11-43A14.1","Unmatched","","","",""
"RP11-463C14.1","Unmatched","","","",""
"RP11-744J10.3","Unmatched","","","",""
"CTD-2503I6.1","Unmatched","","","",""
"RP11-109N23.5","Unmatched","","","",""
"RP11-638I2.2","Unmatched","","","",""
"RP11-381E24.1","Unmatched","","","",""
"RP11-305O4.1","Unmatched","","","",""
"RP11-15L13.4","Unmatched","","","",""
"RP11-145M9.6","Unmatched","","","",""
"RP11-184I16.3","Unmatched","","","",""
"RP4-651E10.4","Unmatched","","","",""
"TCEB1P19","Previous symbol","ELOCP19","elongin C pseudogene 19","HGNC:38155","1p22.2"
"RP11-439E19.6","Unmatched","","","",""
"AC115115.3","Unmatched","","","",""
"AC064852.4","Unmatched","","","",""
"RP11-27I1.6","Unmatched","","","",""
"RP11-263K4.1","Unmatched","","","",""
"RP11-107K17.2","Unmatched","","","",""
"RP5-967N21.11","Unmatched","","","",""
"RP5-872K7.7","Unmatched","","","",""
"CTD-2165H16.3","Unmatched","","","",""
"CTC-436P18.4","Unmatched","","","",""
"RP11-631M6.2","Unmatched","","","",""
"CTD-2260A17.3","Unmatched","","","",""
"AP001429.1","Unmatched","","","",""
"RP11-296K13.4","Unmatched","","","",""
"CTD-2206N4.2","Unmatched","","","",""
"AP001595.1","Unmatched","","","",""
"RP11-134N1.2","Unmatched","","","",""
"RP1-20I3.3","Unmatched","","","",""
"RP11-295I5.4","Unmatched","","","",""
"RP11-513D5.5","Unmatched","","","",""
"RP11-697N18.1","Unmatched","","","",""
"RP11-111M22.4","Unmatched","","","",""
"RP11-111M22.5","Unmatched","","","",""
"PHBP11","Previous symbol","PHB1P11","PHB1 pseudogene 11","HGNC:39290","1q41"
"RP11-182B22.2","Unmatched","","","",""
"RP11-36I17.2","Unmatched","","","",""
"RP1-172N19.3","Unmatched","","","",""
"AP002381.2","Unmatched","","","",""
"RP11-650L12.4","Unmatched","","","",""
"AC005618.8","Unmatched","","","",""
"RP4-714D9.4","Unmatched","","","",""
"RP11-864G5.3","Unmatched","","","",""
"AC005609.20","Unmatched","","","",""
"CTC-339F2.2","Unmatched","","","",""
"RP5-956O18.3","Unmatched","","","",""
"RP11-541G9.1","Unmatched","","","",""
"RP11-972P1.11","Unmatched","","","",""
"RP11-111J6.2","Unmatched","","","",""
"AL121657.4","Unmatched","","","",""
"RP11-10E18.7","Unmatched","","","",""
"CTD-2306A12.1","Unmatched","","","",""
"RP11-305F18.1","Unmatched","","","",""
"RP11-503I22.2","Unmatched","","","",""
"CTB-92J24.2","Unmatched","","","",""
"RP11-379J5.5","Unmatched","","","",""
"RP11-340I6.7","Unmatched","","","",""
"RP11-340I6.8","Unmatched","","","",""
"RP11-383B4.4","Unmatched","","","",""
"IQCA1P1","Previous symbol","IQCA1L","IQ motif containing with AAA domain 1 like","HGNC:22831","7q36.1"
"AL109767.1","Unmatched","","","",""
"RP11-313P18.1","Unmatched","","","",""
"RP11-8P11.4","Unmatched","","","",""
"RP11-300G22.2","Unmatched","","","",""
"RP11-109A6.2","Unmatched","","","",""
"RP11-619L19.1","Unmatched","","","",""
"RP11-193H5.1","Unmatched","","","",""
"CTD-2062O1.1","Unmatched","","","",""
"RP1-249H1.2","Unmatched","","","",""
"AC004112.5","Unmatched","","","",""
"RP11-463J10.3","Unmatched","","","",""
"AC009014.3","Unmatched","","","",""
"AC011243.1","Unmatched","","","",""
"RP11-667M19.5","Unmatched","","","",""
"AP000345.1","Unmatched","","","",""
"RP4-580O19.2","Unmatched","","","",""
"RP11-385F5.4","Unmatched","","","",""
"AC005162.4","Unmatched","","","",""
"CTD-2008L17.1","Unmatched","","","",""
"AC000111.5","Unmatched","","","",""
"RP11-531H8.2","Unmatched","","","",""
"RP11-742B18.1","Unmatched","","","",""
"AC002127.2","Unmatched","","","",""
"CTB-33O18.1","Unmatched","","","",""
"RP11-470B22.1","Unmatched","","","",""
"RP11-263K4.3","Unmatched","","","",""
"SNHG23","Previous symbol","MEG8","maternally expressed 8, small nucleolar RNA host gene","HGNC:14574","14q32.31"
"GNAS-AS1_4","Unmatched","","","",""
"GNAS-AS1_5","Unmatched","","","",""
"RP11-313J2.1","Unmatched","","","",""
"CTC-512J12.4","Unmatched","","","",""
"CTD-2368P22.1","Unmatched","","","",""
"RP11-1030E3.1","Unmatched","","","",""
"RP11-1006G14.2","Unmatched","","","",""
"RP11-1006G14.3","Unmatched","","","",""
"RP11-731F5.2","Unmatched","","","",""
"RP1-310O13.13","Unmatched","","","",""
"C10orf35","Previous symbol","FAM241B","family with sequence similarity 241 member B","HGNC:23519","10q22.1"
"RP4-726N1.2","Unmatched","","","",""
"C9orf170","Previous symbol","LINC02872","long intergenic non-protein coding RNA 2872","HGNC:33817","9q21.33"
"RP11-22C11.2","Unmatched","","","",""
"PLEKHM1P","Previous symbol","PLEKHM1P1","pleckstrin homology and RUN domain containing M1 pseudogene 1","HGNC:35411","17q24.1"
"AC011242.6","Unmatched","","","",""
"AC079776.1","Unmatched","","","",""
"RP11-15H20.7","Unmatched","","","",""
"RP11-426M1.2","Unmatched","","","",""
"RP5-827C21.2","Unmatched","","","",""
"RP5-827C21.1","Unmatched","","","",""
"RP11-755J8.1","Unmatched","","","",""
"RP4-537K23.4","Unmatched","","","",""
"RP11-764K9.4","Unmatched","","","",""
"RP11-89C3.4","Unmatched","","","",""
"RP11-759A24.3","Unmatched","","","",""
"CTD-3222D19.11","Unmatched","","","",""
"RP11-678G14.2","Unmatched","","","",""
"RP11-482M8.3","Unmatched","","","",""
"RP11-763B22.3","Unmatched","","","",""
"RP11-763B22.4","Unmatched","","","",""
"RP11-83A16.1","Unmatched","","","",""
"RP11-390F4.3","Unmatched","","","",""
"AP001615.9","Unmatched","","","",""
"RP11-398B16.2","Unmatched","","","",""
"AC013439.4","Unmatched","","","",""
"RP11-212F11.1","Unmatched","","","",""
"RP11-156K13.2","Unmatched","","","",""
"RP11-328K2.1","Unmatched","","","",""
"AP001601.2","Unmatched","","","",""
"CTB-47B8.1","Unmatched","","","",""
"RP11-756G20.1","Unmatched","","","",""
"RP11-231I16.1","Unmatched","","","",""
"RP11-265F19.1","Unmatched","","","",""
"AC092597.3","Unmatched","","","",""
"RP11-804A23.1","Unmatched","","","",""
"RP11-535N6.2","Unmatched","","","",""
"RP11-117D22.2","Unmatched","","","",""
"RP4-592A1.2","Unmatched","","","",""
"AC004837.3","Unmatched","","","",""
"AC004837.4","Unmatched","","","",""
"CTD-2583P5.3","Unmatched","","","",""
"RP1-15D23.2","Unmatched","","","",""
"CTD-3049M7.1","Unmatched","","","",""
"CTD-2049O4.1","Unmatched","","","",""
"RP11-140L24.3","Unmatched","","","",""
"RP3-337H4.9","Unmatched","","","",""
"PHBP7","Previous symbol","PHB1P7","PHB1 pseudogene 7","HGNC:39286","9q21.33"
"AC083864.4","Unmatched","","","",""
"RP11-12O16.1","Unmatched","","","",""
"RP11-553L6.2","Unmatched","","","",""
"RP11-70F11.7","Unmatched","","","",""
"RP3-503A6.2","Unmatched","","","",""
"CTB-113P19.5","Unmatched","","","",""
"AC011933.2","Unmatched","","","",""
"CTD-3037G24.5","Unmatched","","","",""
"RP11-139K1.2","Unmatched","","","",""
"CTC-448D22.1","Unmatched","","","",""
"LL0XNC01-7P3.1","Unmatched","","","",""
"RP11-61O1.2","Unmatched","","","",""
"RP11-137L10.5","Unmatched","","","",""
"RP11-428G5.2","Unmatched","","","",""
"RP11-494O16.3","Unmatched","","","",""
"RP11-426D19.1","Unmatched","","","",""
"RP11-572M11.3","Unmatched","","","",""
"AF127936.5","Unmatched","","","",""
"RP11-87C7.3","Unmatched","","","",""
"RP11-642D6.1","Unmatched","","","",""
"AC015969.3","Unmatched","","","",""
"AC018892.9","Unmatched","","","",""
"AC009480.3","Unmatched","","","",""
"AC097713.3","Unmatched","","","",""
"AC011298.2","Unmatched","","","",""
"AC104809.3","Unmatched","","","",""
"AC020951.1","Unmatched","","","",""
"CTD-3105H18.7","Unmatched","","","",""
"AC138472.4","Unmatched","","","",""
"AC006116.20","Unmatched","","","",""
"RP11-327F22.6","Unmatched","","","",""
"RP11-139J15.7","Unmatched","","","",""
"RP11-139J15.2","Unmatched","","","",""
"RP11-479G22.8","Unmatched","","","",""
"RP11-849F2.9","Unmatched","","","",""
"RP11-45M22.3","Unmatched","","","",""
"CTD-2526A2.4","Unmatched","","","",""
"FLJ39080","Unmatched","","","",""
"CTD-2309H9.2","Unmatched","","","",""
"RP11-284H18.1","Unmatched","","","",""
"RP3-522J7.5","Unmatched","","","",""
"RP11-262H14.7","Unmatched","","","",""
"RP11-262H14.3","Unmatched","","","",""
"AC116533.3","Unmatched","","","",""
"AC073387.2","Unmatched","","","",""
"AC000124.1","Unmatched","","","",""
"RP11-309L24.10","Unmatched","","","",""
"RP11-998D10.1","Unmatched","","","",""
"RP11-174N3.4","Unmatched","","","",""
"AC132807.1","Unmatched","","","",""
"MINOS1P3","Previous symbol","MICOS10P3","MICOS10 pseudogene 3","HGNC:44093","3p24.1"
"RP11-475O23.3","Unmatched","","","",""
"RP11-126D17.1","Unmatched","","","",""
"RP11-445O16.3","Unmatched","","","",""
"PART1_1","Unmatched","","","",""
"PART1_2","Unmatched","","","",""
"RP11-798K23.3","Unmatched","","","",""
"RP11-102L12.2","Unmatched","","","",""
"RP11-540O11.8","Unmatched","","","",""
"RP11-592N21.1","Unmatched","","","",""
"RP11-592N21.2","Unmatched","","","",""
"RP3-453P22.2","Unmatched","","","",""
"C1orf168","Previous symbol","FYB2","FYN binding protein 2","HGNC:27295","1p32.2"
"RP11-339A11.1","Unmatched","","","",""
"RP5-837O21.2","Unmatched","","","",""
"RP11-353N4.6","Unmatched","","","",""
"RP11-404F10.5","Unmatched","","","",""
"C1orf186","Previous symbol","RHEX","regulator of hemoglobinization and erythroid cell expansion","HGNC:25341","1q32.1"
"RP11-392O17.2","Unmatched","","","",""
"RP11-582E3.2","Unmatched","","","",""
"RP11-603J24.21","Unmatched","","","",""
"RP4-601P9.2","Unmatched","","","",""
"RP11-338K17.8","Unmatched","","","",""
"RP11-989F5.1","Unmatched","","","",""
"RP1-315G1.1","Unmatched","","","",""
"RP4-771M4.3","Unmatched","","","",""
"RP11-469A15.2","Unmatched","","","",""
"RP11-302I18.3","Unmatched","","","",""
"AL049794.1","Unmatched","","","",""
"RP4-710M3.2","Unmatched","","","",""
"RP11-45M22.2","Unmatched","","","",""
"RP5-837J1.6","Unmatched","","","",""
"RP11-3D4.3","Unmatched","","","",""
"CTD-2651B20.5","Unmatched","","","",""
"hsa-mir-7706","Alias symbol","MIR7706","microRNA 7706","HGNC:50110","15q25.3"
"RP11-1151B14.5","Unmatched","","","",""
"XXbac-B562F10.11","Unmatched","","","",""
"RP11-413H22.3","Unmatched","","","",""
"CTD-2555A7.3","Unmatched","","","",""
"AL138479.3","Unmatched","","","",""
"RP11-783L4.1","Unmatched","","","",""
"RP11-894P9.1","Unmatched","","","",""
"RP11-76C10.2","Unmatched","","","",""
"AC007365.2","Unmatched","","","",""
"RP11-452N17.1","Unmatched","","","",""
"AC105381.1","Unmatched","","","",""
"RP11-136F16.1","Unmatched","","","",""
"AC007881.2","Unmatched","","","",""
"AC017080.1","Unmatched","","","",""
"AC079767.3","Unmatched","","","",""
"RP11-876N24.2","Unmatched","","","",""
"RP11-615I2.3","Unmatched","","","",""
"RP11-307O13.1","Unmatched","","","",""
"CH17-189H20.1","Unmatched","","","",""
"RP11-677M24.1","Unmatched","","","",""
"RP11-463O9.1","Unmatched","","","",""
"AC027307.1","Unmatched","","","",""
"CTD-2619J13.19","Unmatched","","","",""
"CTB-30L5.1","Unmatched","","","",""
"CTD-2139B15.5","Unmatched","","","",""
"RP11-446E24.3","Unmatched","","","",""
"AL645728.1","Unmatched","","","",""
"RP11-567M16.2","Unmatched","","","",""
"RP11-88G17.6","Unmatched","","","",""
"CTD-3131K8.3","Unmatched","","","",""
"CTD-2587H24.1","Unmatched","","","",""
"RP4-533D7.3","Unmatched","","","",""
"RP11-42O15.3","Unmatched","","","",""
"RP11-375A5.1","Unmatched","","","",""
"RP11-98D18.15","Unmatched","","","",""
"RP11-98D18.7","Unmatched","","","",""
"RP11-15I11.2","Unmatched","","","",""
"RP11-1140I5.1","Unmatched","","","",""
"RP11-1078H9.1","Unmatched","","","",""
"RP3-337D23.3","Unmatched","","","",""
"CTD-3037G24.3","Unmatched","","","",""
"RP11-297C4.6","Unmatched","","","",""
"RP11-159F24.2","Unmatched","","","",""
"SNORA76","Previous symbol","SNORA50C","small nucleolar RNA, H/ACA box 50C","HGNC:32662","17q23.3"
